dataset,results_path,model,negation_count,runs,accuracy,inadmissible_rate,mean_reasoning_tokens,mean_completion_tokens,mean_total_tokens
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,100,1,1.0,0.0,29838.0,29839.0,29996.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,0,1,1.0,0.0,46.0,53.0,108.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,1,1,1.0,0.0,135.0,142.0,198.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,2,1,1.0,0.0,38.0,45.0,102.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,3,1,1.0,0.0,95.0,102.0,160.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,4,1,1.0,0.0,79.0,86.0,145.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,5,1,1.0,0.0,92.0,99.0,159.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,6,1,1.0,0.0,84.0,91.0,152.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,7,1,1.0,0.0,98.0,105.0,167.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,8,1,1.0,0.0,86.0,93.0,156.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,9,1,1.0,0.0,110.0,117.0,181.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,10,1,1.0,0.0,147.0,154.0,219.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,11,1,1.0,0.0,150.0,157.0,223.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,12,1,1.0,0.0,134.0,141.0,208.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,13,1,1.0,0.0,202.0,209.0,277.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,14,1,1.0,0.0,131.0,138.0,207.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,15,1,1.0,0.0,199.0,206.0,276.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,16,1,1.0,0.0,173.0,180.0,251.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,17,1,1.0,0.0,304.0,311.0,383.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,18,1,1.0,0.0,189.0,196.0,269.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,19,1,1.0,0.0,544.0,551.0,625.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,20,1,1.0,0.0,174.0,181.0,256.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,50,1,1.0,0.0,820.0,827.0,932.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,51,1,1.0,0.0,1666.0,1673.0,1779.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,openai/gpt-5.5-pro,100,1,1.0,0.0,4089.0,4096.0,4251.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,0,1,1.0,0.0,0.0,6.0,91.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,1,1,1.0,0.0,0.0,6.0,92.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,2,1,1.0,0.0,0.0,6.0,93.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,5,1,1.0,0.0,0.0,6.0,96.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,10,1,1.0,0.0,32.0,83.0,178.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,20,1,1.0,0.0,0.0,6.0,111.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,50,1,0.0,0.0,28.0,37.0,172.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,anthropic/claude-opus-4.7,51,1,1.0,0.0,37.0,44.0,180.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,0,1,1.0,0.0,134.0,135.0,178.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,1,1,1.0,0.0,107.0,108.0,152.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,2,1,1.0,0.0,115.0,116.0,161.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,5,1,1.0,0.0,229.0,230.0,278.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,10,1,1.0,0.0,378.0,379.0,432.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,20,1,1.0,0.0,386.0,387.0,450.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,50,1,1.0,0.0,1876.0,1877.0,1970.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,google/gemini-3.5-flash,51,1,1.0,0.0,3350.0,3351.0,3445.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,0,1,1.0,0.0,159.0,123.0,178.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,1,1,1.0,0.0,112.0,87.0,143.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,2,1,1.0,0.0,103.0,86.0,143.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,5,1,1.0,0.0,298.0,274.0,334.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,10,1,1.0,0.0,410.0,409.0,473.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,20,1,1.0,0.0,284.0,287.0,362.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,50,1,0.0,1.0,15197.0,16384.0,16489.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,moonshotai/kimi-k2.6,51,1,0.0,0.0,2885.0,3171.0,3277.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,0,1,1.0,0.0,43.0,50.0,103.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,1,1,1.0,0.0,46.0,53.0,107.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,2,1,1.0,0.0,47.0,54.0,109.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,5,1,1.0,0.0,80.0,87.0,145.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,10,1,1.0,0.0,126.0,133.0,196.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,20,1,1.0,0.0,208.0,215.0,288.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,50,1,1.0,0.0,475.0,482.0,585.0
sentiment_literal_targeted-answers,/home/v/negation-chains/Answers/sentiment_literal_targeted-answers.csv,openai/gpt-5.5-pro,51,1,1.0,0.0,1125.0,1132.0,1236.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,0,1,1.0,0.0,0.0,6.0,92.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,1,1,1.0,0.0,0.0,8.0,95.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,2,1,1.0,0.0,0.0,6.0,94.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,5,1,0.0,0.0,0.0,6.0,97.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,10,1,1.0,0.0,0.0,6.0,102.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,20,1,1.0,0.0,0.0,6.0,112.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,50,1,1.0,0.0,0.0,6.0,142.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,anthropic/claude-opus-4.7,51,1,1.0,0.0,23.0,45.0,182.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,0,1,1.0,0.0,103.0,104.0,147.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,1,1,1.0,0.0,106.0,108.0,152.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,2,1,1.0,0.0,146.0,147.0,192.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,5,1,1.0,0.0,212.0,214.0,262.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,10,1,1.0,0.0,305.0,306.0,359.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,20,1,1.0,0.0,673.0,674.0,737.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,50,1,1.0,0.0,1768.0,1769.0,1862.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,google/gemini-3.5-flash,51,1,1.0,0.0,1826.0,1828.0,1922.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,0,1,1.0,0.0,104.0,107.0,162.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,1,1,1.0,0.0,82.0,76.0,132.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,2,1,1.0,0.0,131.0,118.0,175.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,5,1,1.0,0.0,236.0,240.0,300.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,10,1,1.0,0.0,432.0,439.0,504.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,20,1,1.0,0.0,220.0,226.0,301.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,50,1,1.0,0.0,2319.0,2549.0,2653.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,moonshotai/kimi-k2.6,51,1,0.0,0.0,4860.0,5448.0,5554.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,0,1,1.0,0.0,37.0,44.0,97.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,1,1,1.0,0.0,53.0,61.0,115.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,2,1,1.0,0.0,45.0,52.0,107.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,5,1,1.0,0.0,112.0,120.0,178.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,10,1,1.0,0.0,119.0,126.0,189.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,20,1,1.0,0.0,202.0,209.0,282.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,50,1,1.0,0.0,741.0,748.0,851.0
lock_literal_targeted-answers,/home/v/negation-chains/Answers/lock_literal_targeted-answers.csv,openai/gpt-5.5-pro,51,1,1.0,0.0,1550.0,1558.0,1662.0
